loan_id,customer_id,loan_type,principal_amount,interest_rate_pct,tenure_months,emi_amount,disbursement_date,paid_emis,outstanding_balance,loan_status,late_payment_count,collateral_type,application_channel,processing_fee,insurance_taken,co_applicant,foreclosure_flag,npa_flag,last_payment_date,bank_name,bank_type,bank_tier,sanctioned_by_branch,loan_account_no,loan_approval_date,rbi_classification,disbursement_mode,loan_purpose,swift_code
LN0000090,CUST006864,Education Loan,8151108.44,15.69,12,738361.84,27-06-2019,0,8151108.44,Under Review,0,Gold,Branch,108119.88,Yes,No,,No,07-09-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002345,LA5701137468,17-06-2019,Standard,NEFT,Professional Course,ICICINBB
LN0000091,CUST007336,Home Loan,3266936.6,13.73,120,50195.55,04-04-2021,5,3130814.24,Active,3,Gold,Mobile App,43133.23,No,No,,No,27-08-2023,Bank of Baroda,Public Sector,Tier-1,BARB0009945,LA8496340257,01-04-2021,Standard,IMPS,Renovation,BARBINBB
LN0000092,CUST000064,Business Loan,3731978.13,13.76,240,45758.84,02-05-2020,154,1337292.16,Active,7,Property,Mobile App,41407.94,No,No,,No,16-07-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006687,LA2588912670,02-05-2020,Standard,IMPS,Trade Finance,ICICINBB
LN0000093,CUST008787,Gold Loan,5205362.79,8.29,180,50620.53,26-08-2018,154,751885.74,Closed,12,,Online,77989.27,Yes,Yes,,No,08-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0004818,LA6243408200,26-08-2018,Standard,Direct Credit,Emergency,ICICINBB
LN0000094,CUST007754,Home Loan,7858779.15,11.52,24,368180.88,18-06-2020,3,6876431.76,Defaulted,0,Property,DSA,77486.79,No,Yes,No,Yes,26-04-2023,HDFC Bank,Private Sector,Tier-1,HDFC0002627,LA2798635508,04-06-2020,Sub-standard,IMPS,Purchase,HDFCINBB
LN0000095,CUST009252,Business Loan,1022933.02,15.22,120,16641.57,21-07-2016,90,255733.26,Closed,11,,Branch,12066.07,No,No,,No,28-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0004766,LA3350233388,15-07-2016,Standard,RTGS,Working Capital,AXISINBB
LN0000096,CUST001623,Education Loan,1346072.99,9.35,36,43024.37,18-05-2023,19,635645.58,Active,12,Fixed Deposit,Referral,15661.74,Yes,Yes,Yes,No,22-03-2023,ICICI Bank,Private Sector,Tier-1,ICIC0001741,LA4924654003,04-05-2023,Standard,Direct Credit,Postgraduate,ICICINBB
LN0000097,CUST008945,Car Loan,9062273.3,11.76,60,200487.92,29-06-2023,41,2869719.88,Closed,3,Gold,Referral,92095.61,Yes,Yes,Yes,No,10-07-2023,Axis Bank,Private Sector,Tier-1,UTIB0005130,LA4837039733,19-06-2023,Standard,Direct Credit,Two-Wheeler,AXISINBB
LN0000098,CUST005293,Gold Loan,463262.01,15.9,24,22660.62,03-10-2016,16,154420.67,Active,11,,DSA,9182.67,Yes,No,Yes,No,24-02-2023,IndusInd Bank,Private Sector,Tier-2,INDB0003521,LA1090643737,25-09-2016,Standard,Cheque,Emergency,INDBINBB
LN0000099,CUST001949,Gold Loan,1893395.19,13.73,60,43791.41,23-02-2016,32,883584.42,Under Review,5,,Online,10160.68,No,Yes,Yes,No,29-01-2023,State Bank of India,Public Sector,Tier-1,SBIN0002459,LA1930183659,19-02-2016,Standard,Cheque,Emergency,SBININBB
LN0000100,CUST000365,Business Loan,3446658.74,8.6,60,70879.71,04-12-2015,18,2412661.12,Closed,10,Property,Mobile App,19705.69,No,No,,No,31-10-2023,Federal Bank,Private Sector,Tier-2,FDRL0001267,LA8967576997,24-11-2015,Standard,RTGS,Trade Finance,FDRLINBB
LN0000101,CUST000356,Education Loan,774386.49,16.5,12,70444.11,15-04-2018,0,774386.49,Active,0,Gold,Referral,14627.08,Yes,Yes,No,No,20-12-2023,Axis Bank,Private Sector,Tier-1,UTIB0008831,LA1037937887,13-04-2018,Standard,NEFT,Undergraduate,AXISINBB
LN0000102,CUST000347,Gold Loan,8195968.47,16.94,240,119844.69,04-03-2020,92,5054180.56,Under Review,5,Gold,Mobile App,60002.5,Yes,Yes,No,No,18-10-2023,Indian Bank,Public Sector,Tier-2,IDIB0009947,LA2832925110,28-02-2020,Standard,Cheque,Personal Need,IDIBBINN
LN0000103,CUST007866,Gold Loan,6312326.84,8.04,84,98511.12,14-08-2022,66,1352641.47,Active,11,Vehicle,Online,108000.68,Yes,No,,No,24-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0005193,LA6565199006,08-08-2022,Standard,IMPS,Business,ICICINBB
LN0000104,CUST005913,Business Loan,915447.69,16.7,12,83362.9,29-09-2016,5,534011.15,Active,5,Property,Branch,12176.57,Yes,Yes,Yes,No,09-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0009425,LA5708447510,14-09-2016,Standard,IMPS,Equipment Purchase,HDFCINBB
LN0000105,CUST005579,Education Loan,9042966.46,7.23,12,783417.62,06-10-2019,6,4521483.23,Closed,4,Gold,Mobile App,159822.42,Yes,Yes,No,No,14-01-2023,IndusInd Bank,Private Sector,Tier-2,INDB0005386,LA3734120431,04-10-2019,Standard,RTGS,Professional Course,INDBINBB
LN0000106,CUST001051,Education Loan,8709201.73,12.38,180,106663.63,20-06-2017,126,2612760.52,Defaulted,11,Vehicle,Referral,134396.43,Yes,No,,Yes,29-04-2023,IDFC FIRST Bank,Private Sector,Tier-2,IDFB0003783,LA1739572917,11-06-2017,Standard,Cheque,Professional Course,IDFBINBB
LN0000107,CUST007178,Personal Loan,8976917.29,11.59,120,126674.02,02-09-2019,17,7705187.34,Active,7,Property,Mobile App,107511.25,No,Yes,No,No,18-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0001891,LA4048704391,18-08-2019,Standard,RTGS,Debt Consolidation,PUNBINBB
LN0000108,CUST007943,Personal Loan,8809713.07,9.67,84,144753.92,28-12-2017,75,943897.83,Under Review,12,Property,Online,125785.24,Yes,Yes,No,No,11-12-2023,Central Bank of India,Public Sector,Tier-2,CBIN0006717,LA1948344589,20-12-2017,Standard,IMPS,Medical,CBININBB
LN0000109,CUST008641,Car Loan,2617979.43,10.12,180,28325.45,20-10-2019,3,2574346.44,Defaulted,3,Property,Online,37144.13,Yes,No,,Yes,25-07-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005767,LA5583261674,08-10-2019,Sub-standard,Direct Credit,New Car,PUNBINBB
LN0000110,CUST007673,Gold Loan,2393544.66,11.36,12,211947.59,15-10-2019,2,1994620.55,Under Review,1,Fixed Deposit,Online,26921.77,No,No,No,No,24-06-2023,State Bank of India,Public Sector,Tier-1,SBIN0005936,LA1946735879,01-10-2019,Standard,Cheque,Business,SBININBB
LN0000111,CUST000494,Gold Loan,9273177.19,13.24,24,441909.83,03-09-2016,21,1159147.15,Closed,12,Property,Referral,117281.53,No,Yes,No,No,04-09-2023,IndusInd Bank,Private Sector,Tier-2,INDB0007356,LA1489396581,31-08-2016,Standard,Cheque,Business,INDBINBB
LN0000112,CUST001433,Car Loan,8992531.22,8.01,60,182379.15,01-05-2017,37,3447136.97,Closed,7,Gold,Branch,59364.21,No,Yes,Yes,No,06-03-2023,HDFC Bank,Private Sector,Tier-1,HDFC0009329,LA4910879639,19-04-2017,Standard,RTGS,Used Car,HDFCINBB
LN0000113,CUST006958,Education Loan,2954637.49,11.97,120,42339.24,05-08-2016,94,640171.46,Defaulted,2,Vehicle,Branch,19263,Yes,No,Yes,Yes,13-02-2023,HDFC Bank,Private Sector,Tier-1,HDFC0006679,LA8506679320,29-07-2016,Doubtful,Direct Credit,Postgraduate,HDFCINBB
LN0000114,CUST006391,Personal Loan,8859120.6,15.92,240,122721.63,13-01-2019,27,7862469.53,Under Review,0,Fixed Deposit,Mobile App,111943.55,Yes,Yes,Yes,No,29-10-2023,Indian Bank,Public Sector,Tier-2,IDIB0009922,LA8436769606,02-01-2019,Standard,IMPS,Wedding,IDIBBINN
LN0000115,CUST001782,Car Loan,9180102.61,6.58,48,218044.58,12-12-2015,35,2486277.79,Under Review,10,Vehicle,DSA,132657.69,No,No,,No,06-04-2023,Canara Bank,Public Sector,Tier-1,CNRB0005597,LA1378035440,06-12-2015,Standard,IMPS,New Car,CNRBINBB
LN0000116,CUST004560,Home Loan,5450437.2,14.35,24,262593.31,13-10-2018,14,2271015.5,Closed,4,Fixed Deposit,Referral,31808.53,Yes,No,No,No,14-10-2023,IndusInd Bank,Private Sector,Tier-2,INDB0001336,LA9990891741,03-10-2018,Standard,Cheque,Plot+Construction,INDBINBB
LN0000117,CUST003333,Business Loan,2162711.48,17.88,240,33177.78,28-01-2023,18,2000508.12,Closed,2,Vehicle,Mobile App,35187.39,Yes,Yes,,No,24-07-2023,Central Bank of India,Public Sector,Tier-2,CBIN0008275,LA2284425086,15-01-2023,Standard,RTGS,Trade Finance,CBININBB
LN0000118,CUST009130,Personal Loan,2797708.86,10.96,24,130343.21,08-05-2023,13,1282283.23,Active,1,Property,Mobile App,23623.75,No,No,No,No,29-09-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0003246,LA7465058526,29-04-2023,Standard,RTGS,Debt Consolidation,PUNBINBB
LN0000119,CUST009605,Gold Loan,7913057.15,11.3,24,369913.6,10-06-2016,9,4945660.72,Defaulted,3,,Online,60171.12,Yes,No,No,Yes,16-05-2023,IDBI Bank,Public Sector,Tier-2,IBKL0000255,LA5442662345,09-06-2016,Sub-standard,RTGS,Emergency,IBKLINBB
LN0000120,CUST003330,Car Loan,2691235.62,15.09,24,130604.1,07-11-2019,19,560674.09,Closed,3,Gold,DSA,29548.97,No,Yes,No,No,02-12-2023,State Bank of India,Public Sector,Tier-1,SBIN0006859,LA1598676537,28-10-2019,Standard,IMPS,Commercial Vehicle,SBININBB
LN0000121,CUST008342,Business Loan,9075205.69,11.22,240,95035.76,08-02-2023,229,415946.93,Defaulted,8,Fixed Deposit,DSA,115408.15,No,Yes,,Yes,20-04-2023,Canara Bank,Public Sector,Tier-1,CNRB0001655,LA3780718941,27-01-2023,Doubtful,RTGS,Working Capital,CNRBINBB
LN0000122,CUST008990,Gold Loan,895923.91,10.73,48,23038.32,12-01-2020,48,0,Defaulted,8,Fixed Deposit,DSA,5704.22,Yes,Yes,Yes,Yes,10-03-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007069,LA6397678750,10-01-2020,Doubtful,NEFT,Business,ICICINBB
LN0000123,CUST002501,Personal Loan,7225980.85,18.35,120,131834.08,29-07-2017,43,4636671.05,Closed,10,Gold,Online,136683.37,No,No,Yes,No,10-05-2023,HDFC Bank,Private Sector,Tier-1,HDFC0001197,LA2990365125,14-07-2017,Standard,RTGS,Education,HDFCINBB
LN0000124,CUST006657,Gold Loan,7328393.35,10.5,240,73165.21,26-04-2020,3,7236788.43,Closed,3,,DSA,124427.24,Yes,Yes,No,No,27-02-2023,Axis Bank,Private Sector,Tier-1,UTIB0008673,LA3011108139,17-04-2020,Standard,Cheque,Personal Need,AXISINBB
LN0000125,CUST000418,Personal Loan,7359126.42,14.82,60,174378.55,06-05-2015,46,1717129.5,Active,9,Property,Branch,100442.06,Yes,Yes,Yes,No,24-10-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005806,LA6694341274,23-04-2015,Standard,RTGS,Debt Consolidation,PUNBINBB
LN0000126,CUST005115,Personal Loan,5973919.02,6.93,120,69146.94,13-10-2017,51,3435003.44,Closed,0,,DSA,55842.78,Yes,No,No,No,18-07-2023,HDFC Bank,Private Sector,Tier-1,HDFC0009125,LA6906949771,02-10-2017,Standard,RTGS,Home Renovation,HDFCINBB
LN0000127,CUST005251,Personal Loan,4074051.92,17.92,48,119505.03,11-11-2021,31,1442893.39,Active,0,Property,Referral,72694.27,No,Yes,No,No,29-12-2023,Union Bank of India,Public Sector,Tier-1,UBIN0004807,LA7947399421,28-10-2021,Standard,NEFT,Wedding,UBININBB
LN0000128,CUST006461,Home Loan,3909749.98,15.3,60,93629.49,27-06-2015,58,130325,Under Review,12,Fixed Deposit,Online,62636.3,No,No,,No,03-08-2023,Bank of Baroda,Public Sector,Tier-1,BARB0005516,LA3376028914,25-06-2015,Standard,Direct Credit,Purchase,BARBINBB
LN0000129,CUST006131,Education Loan,5308654.22,17.85,120,95142.04,22-07-2018,36,3716057.95,Active,11,Fixed Deposit,Mobile App,30474.51,Yes,No,Yes,No,04-02-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0000742,LA7660890544,19-07-2018,Standard,NEFT,Professional Course,PUNBINBB
LN0000130,CUST003138,Home Loan,5232824.71,14.86,24,253374.2,18-04-2021,5,4142652.9,Active,4,Property,Branch,72466.11,Yes,Yes,,No,05-09-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0007355,LA3738296417,08-04-2021,Standard,Cheque,Plot+Construction,PUNBINBB
LN0000131,CUST006551,Gold Loan,4122980.58,11.35,36,135665.49,24-12-2019,6,3435817.15,Under Review,0,Vehicle,Branch,49349.82,No,No,Yes,No,24-01-2023,Union Bank of India,Public Sector,Tier-1,UBIN0007139,LA3585995618,16-12-2019,Standard,IMPS,Personal Need,UBININBB
LN0000132,CUST004840,Car Loan,505021.2,9.01,240,4547.06,09-02-2015,87,321951.02,Under Review,3,Property,Branch,4963.91,Yes,No,,No,23-09-2023,Axis Bank,Private Sector,Tier-1,UTIB0002206,LA7443322389,05-02-2015,Standard,RTGS,New Car,AXISINBB
LN0000133,CUST006099,Education Loan,9414595.79,16.18,240,132254.15,15-03-2019,137,4040430.69,Defaulted,8,Gold,Branch,116489.14,Yes,No,Yes,Yes,03-10-2023,Canara Bank,Public Sector,Tier-1,CNRB0002495,LA9641199909,06-03-2019,Standard,NEFT,Professional Course,CNRBINBB
LN0000134,CUST004626,Business Loan,7819639.55,16.44,120,133141.41,21-02-2015,26,6125384.31,Defaulted,8,Fixed Deposit,Referral,64579.59,No,Yes,,Yes,03-06-2023,Bank of Baroda,Public Sector,Tier-1,BARB0007431,LA4825339085,18-02-2015,Sub-standard,Cheque,Expansion,BARBINBB
LN0000135,CUST009914,Gold Loan,8720409.54,7.86,12,758010.36,20-04-2022,0,8720409.54,Defaulted,0,Property,Mobile App,153791.53,Yes,No,Yes,Yes,20-02-2023,Bank of Baroda,Public Sector,Tier-1,BARB0007186,LA3600843810,08-04-2022,Doubtful,RTGS,Agriculture,BARBINBB
LN0000136,CUST008995,Education Loan,531534.05,9.77,240,5048.69,10-02-2022,14,500527.9,Under Review,5,Vehicle,Mobile App,8882.19,Yes,Yes,Yes,No,09-04-2023,Federal Bank,Private Sector,Tier-2,FDRL0001588,LA3441120761,07-02-2022,Standard,RTGS,Professional Course,FDRLINBB
LN0000137,CUST005053,Education Loan,9918542.23,15.12,36,344412.67,19-05-2018,0,9918542.23,Defaulted,0,Gold,Mobile App,81854.3,Yes,No,No,Yes,23-05-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0008083,LA8529870882,09-05-2018,Sub-standard,IMPS,Undergraduate,KKBKINBB
LN0000138,CUST007631,Car Loan,1484553.45,15.95,48,42034.66,17-09-2016,34,432994.76,Under Review,4,Gold,Online,25494.05,Yes,Yes,,No,04-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0009243,LA3262795292,14-09-2016,Standard,Direct Credit,Commercial Vehicle,PUNBINBB
LN0000139,CUST003935,Personal Loan,2081716.8,11.14,60,45407.05,02-06-2016,30,1040858.4,Closed,4,Vehicle,Online,20814.79,Yes,No,No,No,11-02-2023,State Bank of India,Public Sector,Tier-1,SBIN0004674,LA1740758859,27-05-2016,Standard,IMPS,Debt Consolidation,SBININBB
LN0000140,CUST000529,Business Loan,1719558.41,12.1,84,30446.94,18-06-2019,27,1166843.21,Under Review,6,Gold,Branch,12846.38,Yes,No,,No,24-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0005220,LA3894093502,04-06-2019,Standard,RTGS,Equipment Purchase,AXISINBB
LN0000141,CUST002445,Home Loan,2376268.1,16,120,39805.61,02-12-2022,44,1504969.8,Defaulted,9,Gold,Online,35140.04,Yes,Yes,Yes,Yes,14-03-2023,Axis Bank,Private Sector,Tier-1,UTIB0000688,LA6889685567,26-11-2022,Doubtful,RTGS,Plot+Construction,AXISINBB
LN0000142,CUST007739,Personal Loan,3351112.62,15.11,12,302639.74,20-10-2022,4,2234075.08,Under Review,2,Vehicle,Branch,58286.56,No,No,No,No,31-08-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0008506,LA4568391046,08-10-2022,Standard,IMPS,Education,PUNBINBB
LN0000143,CUST001577,Car Loan,1204744.36,8.52,240,10470.31,19-12-2022,205,175691.89,Closed,11,,Branch,20729.58,Yes,Yes,No,No,28-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0005151,LA2399229937,09-12-2022,Standard,NEFT,Two-Wheeler,AXISINBB
LN0000144,CUST004083,Gold Loan,8935982.43,16.9,12,814580.05,22-08-2019,2,7446652.02,Active,0,Property,Branch,171396.73,No,No,,No,14-08-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0004667,LA1185629159,07-08-2019,Standard,RTGS,Emergency,KKBKINBB
LN0000145,CUST001899,Car Loan,9324783.19,14.3,240,117992.85,19-02-2017,124,4506978.54,Under Review,3,Gold,Mobile App,109216.12,Yes,Yes,Yes,No,19-02-2023,Canara Bank,Public Sector,Tier-1,CNRB0004717,LA3735133913,19-02-2017,Standard,IMPS,Commercial Vehicle,CNRBINBB
LN0000146,CUST001647,Business Loan,8622891.66,10.9,60,187052.81,31-01-2016,1,8479176.8,Active,1,Gold,Online,171673.88,No,Yes,No,No,11-01-2023,Canara Bank,Public Sector,Tier-1,CNRB0007192,LA7054504288,27-01-2016,Standard,RTGS,Equipment Purchase,CNRBINBB
LN0000147,CUST005780,Personal Loan,3555383.56,12.98,240,41603.36,23-05-2021,92,2192486.53,Defaulted,10,,Referral,47064.64,Yes,Yes,Yes,Yes,09-11-2023,ICICI Bank,Private Sector,Tier-1,ICIC0004727,LA7753372427,19-05-2021,Sub-standard,IMPS,Education,ICICINBB
LN0000148,CUST001681,Business Loan,3933007.6,9.89,84,65069.26,04-02-2015,68,749144.3,Closed,1,Vehicle,Online,33079.26,Yes,No,No,No,09-07-2023,Bank of Baroda,Public Sector,Tier-1,BARB0001739,LA2236682795,02-02-2015,Standard,RTGS,Expansion,BARBINBB
LN0000149,CUST007555,Gold Loan,1588536.31,8.49,12,138544.44,17-04-2020,4,1059024.21,Active,2,Vehicle,Online,15526.06,Yes,Yes,No,No,02-04-2023,Federal Bank,Private Sector,Tier-2,FDRL0002311,LA2152517692,11-04-2020,Standard,NEFT,Business,FDRLINBB
LN0000150,CUST002336,Personal Loan,6009901.07,6.85,180,53515.95,27-05-2016,157,767931.8,Defaulted,4,Fixed Deposit,DSA,65705.09,Yes,Yes,,Yes,21-08-2023,ICICI Bank,Private Sector,Tier-1,ICIC0009047,LA1672476133,16-05-2016,Loss,Direct Credit,Travel,ICICINBB
LN0000151,CUST009333,Home Loan,3707302.01,13.63,24,177350.93,01-09-2016,20,617883.67,Defaulted,11,Property,Branch,36346.29,Yes,Yes,Yes,Yes,26-12-2023,Bank of India,Public Sector,Tier-1,BKID0000449,LA9513756554,27-08-2016,Loss,Direct Credit,Purchase,BKIDINBB
LN0000152,CUST003129,Home Loan,6579546.7,17.24,240,97711.47,01-05-2017,222,493466,Under Review,10,Fixed Deposit,Mobile App,89776.22,No,Yes,,No,29-07-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0008845,LA8648487125,18-04-2017,Standard,Direct Credit,Construction,PUNBINBB
LN0000153,CUST009490,Education Loan,6322666.52,17.74,36,227755.73,18-08-2018,12,4215111.01,Defaulted,5,Gold,Online,122125.5,Yes,No,,Yes,30-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0000110,LA4506929431,13-08-2018,Doubtful,Cheque,Undergraduate,HDFCINBB
LN0000154,CUST009484,Business Loan,2543503.17,13.11,180,32365.79,12-10-2017,49,1851105.08,Under Review,10,Gold,Branch,39833.19,Yes,No,No,No,27-04-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006055,LA7372736570,10-10-2017,Standard,RTGS,Expansion,ICICINBB
LN0000155,CUST008663,Car Loan,363387.9,11.13,84,6246.95,06-10-2016,20,276866.97,Under Review,8,Gold,Online,4192.91,No,No,Yes,No,30-07-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0009358,LA6543964385,26-09-2016,Standard,Cheque,Commercial Vehicle,PUNBINBB
LN0000156,CUST008568,Car Loan,2093924.07,13.29,60,47954.63,19-08-2018,59,34898.73,Under Review,2,Gold,Branch,10647.22,Yes,No,Yes,No,25-06-2023,IDFC FIRST Bank,Private Sector,Tier-2,IDFB0008535,LA4305099226,16-08-2018,Standard,RTGS,Commercial Vehicle,IDFBINBB
LN0000157,CUST009114,Home Loan,5336211.97,13.25,24,254320.31,19-02-2019,17,1556395.16,Defaulted,9,Vehicle,Mobile App,28694.8,Yes,No,,Yes,24-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0004833,LA3338709310,05-02-2019,Doubtful,NEFT,Purchase,AXISINBB
LN0000158,CUST004895,Education Loan,1387457.09,17.99,12,127195.45,10-06-2016,0,1387457.09,Closed,0,Property,Branch,22581.12,Yes,Yes,,No,24-07-2023,State Bank of India,Public Sector,Tier-1,SBIN0007282,LA8936466817,09-06-2016,Standard,Cheque,Overseas Study,SBININBB
LN0000159,CUST003481,Education Loan,5071892.39,14.7,240,65664.65,23-11-2021,28,4480171.61,Active,5,Property,Branch,82892.91,Yes,No,No,No,17-10-2023,Union Bank of India,Public Sector,Tier-1,UBIN0004310,LA2016206667,20-11-2021,Standard,NEFT,Postgraduate,UBININBB
LN0000160,CUST004418,Business Loan,4589406.43,14.56,180,62855.32,06-01-2015,47,3391061.42,Closed,8,,Referral,28727.67,No,Yes,Yes,No,27-12-2023,HDFC Bank,Private Sector,Tier-1,HDFC0004563,LA3839288913,25-12-2014,Standard,NEFT,Expansion,HDFCINBB
LN0000161,CUST002526,Personal Loan,4596288.03,17.35,84,94860.86,08-02-2015,44,2188708.59,Under Review,10,Gold,Online,57166.82,Yes,No,No,No,01-02-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0001296,LA5663140273,03-02-2015,Standard,RTGS,Home Renovation,PUNBINBB
LN0000162,CUST008420,Gold Loan,2916565.92,15.18,36,101360.99,29-10-2019,12,1944377.28,Under Review,1,Gold,DSA,38122.72,Yes,No,Yes,No,18-03-2023,Axis Bank,Private Sector,Tier-1,UTIB0001219,LA9872479152,24-10-2019,Standard,IMPS,Business,AXISINBB
LN0000163,CUST004220,Education Loan,6118563.29,11.57,24,286794.91,12-03-2022,24,0,Defaulted,11,Property,Online,37454.02,No,No,No,Yes,28-01-2023,HDFC Bank,Private Sector,Tier-1,HDFC0008308,LA7877656728,04-03-2022,Loss,IMPS,Professional Course,HDFCINBB
LN0000164,CUST005643,Business Loan,141846.8,13.63,120,2170.96,09-07-2022,24,113477.44,Under Review,0,Property,Branch,985.73,No,No,Yes,No,28-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007430,LA8058512367,07-07-2022,Standard,Direct Credit,Working Capital,HDFCINBB
LN0000165,CUST000865,Business Loan,2268558.52,12.68,240,26062.43,29-06-2020,201,368640.76,Under Review,4,Gold,Mobile App,21969.77,Yes,Yes,No,No,20-08-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005158,LA4842188712,29-06-2020,Standard,NEFT,Trade Finance,PUNBINBB
LN0000166,CUST004321,Home Loan,7049245.26,6.62,24,314399.92,09-09-2021,13,3230904.08,Closed,8,Property,Mobile App,117518.51,No,No,No,No,11-11-2023,IndusInd Bank,Private Sector,Tier-2,INDB0001646,LA3015017744,04-09-2021,Standard,Direct Credit,Renovation,INDBINBB
LN0000167,CUST009288,Education Loan,1962660.44,11.74,12,174141.37,18-04-2020,12,0,Active,11,Fixed Deposit,Referral,17910.41,No,Yes,,No,04-06-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0003120,LA5348280556,12-04-2020,Standard,Direct Credit,Undergraduate,KKBKINBB
LN0000168,CUST004389,Business Loan,2945620.25,10.83,84,50173.29,26-05-2022,27,1998813.74,Under Review,0,Gold,Online,19676.89,No,No,No,No,01-08-2023,IDBI Bank,Public Sector,Tier-2,IBKL0000131,LA7584305404,22-05-2022,Standard,RTGS,Equipment Purchase,IBKLINBB
LN0000169,CUST007746,Education Loan,7251322.53,6.59,48,172265.93,17-05-2022,14,5136353.46,Closed,11,Gold,Mobile App,139421.15,Yes,No,No,No,12-12-2023,State Bank of India,Public Sector,Tier-1,SBIN0009607,LA8735418865,02-05-2022,Standard,Cheque,Postgraduate,SBININBB
LN0000170,CUST000656,Education Loan,1968656.8,10.74,120,26829.32,02-05-2018,22,1607736.39,Defaulted,4,Fixed Deposit,Referral,22649.08,Yes,No,No,Yes,21-07-2023,Yes Bank,Private Sector,Tier-2,YESB0003206,LA1628741079,18-04-2018,Standard,IMPS,Overseas Study,YESBINBB
LN0000171,CUST003145,Gold Loan,2404692.52,16.58,240,34506.08,16-06-2020,72,1683284.76,Defaulted,8,Gold,DSA,27254.89,No,Yes,No,Yes,29-11-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0002482,LA5006885352,01-06-2020,Standard,Cheque,Business,PUNBINBB
LN0000172,CUST003308,Home Loan,5613329.95,14.6,120,89192.56,11-02-2015,40,3742219.97,Defaulted,10,Gold,Mobile App,63101.52,No,No,No,Yes,15-11-2023,ICICI Bank,Private Sector,Tier-1,ICIC0008139,LA5960918990,09-02-2015,Sub-standard,IMPS,Construction,ICICINBB
LN0000173,CUST008386,Home Loan,8311719.32,7.63,24,374515.5,07-10-2019,18,2077929.83,Under Review,11,Vehicle,Online,62921.7,Yes,No,,No,30-05-2023,State Bank of India,Public Sector,Tier-1,SBIN0003254,LA8336459245,23-09-2019,Standard,NEFT,Construction,SBININBB
